SMILES,REWARD
N#[N+][N-]CC(=O)c1ccc2ncn(CCC(=O)NNC(=O)c3ccccc3-n3cnnn3)c(=O)c2c1,8.1
NN=C(N)Nc1ccc(N=NN2CCC(=NNC(=O)Cn3nnc4ccccc43)CC2)cc1,9.43
CN(N=Nc1ccc(-n2cnnn2)cc1)c1ccc(N=NNc2ccc(NN=Nc3ccc(-c4nn[nH]n4)cc3)cc2)cc1,12.87
CN=NNc1ccc(-n2nnnc2Oc2ccc(N=NN3CCN(c4ccc(NN)nn4)CC3)cc2)cc1,9.72
Nc1ccc(N=Nc2cccc(NC(=O)C3C(c4ccccc4)=C3c3ccc(-c4nn[nH]n4)cc3)c2)c(N)n1,10.21
NN=C(N)Nc1cccc(C(=O)NNC(=O)c2ccc(Cn3nnc(N)n3)cc2)c1,9.67
CNN=Nc1ccc(C(c2ccc(-n3nnnc3N)cc2)(c2cccc([N-][N+]#N)c2)n2nnc3ccccc32)cc1,9.93
NN=Cc1cc(C=Nn2nnc3ccccc32)cc(Nc2nnns2)c1,9.57
NNC(=O)c1cc2cc(C(=O)NNc3ccc(N=NNc4ccccc4)cc3)ccc2[nH]1,9.7
CCn1c2cc(C(=O)NN)oc2c2cnn(Cc3ccccc3)c(=O)c21,5.92
CC1(c2noc(COc3nc(N)nc(N)n3)n2)CCCN(C(=O)C2CC=CC2)C1,7.7
Nc1nnn(Cc2ccc(N=NNc3ccccc3C(=O)NN=Cc3ccccc3)cc2)n1,9.14
Cc1cc(NNC(=O)c2ccc3oc4c(N5CCC(Nc6ccccc6N)CC5)nc(N)nc4c3c2)nc(N)n1,10.37
c1cc(N=NNc2ccc(NN=Nc3cccc(-n4cnnn4)c3)cc2)cc(-c2nn[nH]n2)c1,11.94
COc1ccc(N=NNc2ccc(NN=NN(C)c3ccc(C=Nn4nnc5ccccc54)cc3)cc2)cc1,9.67
N#[N+][N-]c1ccc(CC(=O)N2CC(n3cc(C4CC4)nn3)C2)c(F)c1,6.61
Cn1c(=O)c2c(nc(NCn3nnc4ccccc43)n2Cc2cccc(-c3nn[nH]n3)c2)n(C)c1=O,8.34
N#Cc1cnc2nc(-c3ccc([N-][N+]#N)cc3)nn2c1N,7.47
Nc1ccc(NN=Nc2cccc(-c3nn[nH]n3)c2)cc1C(=O)OCC(=O)NN1C(=O)C2CCCCC2C1=O,9.71
N#[N+][N-]c1ccc(N=Nc2ccc(NN=Nc3cccc(C(=O)N4CCC5C(=O)NCCOC5C4)c3)cc2)c2ccccc12,9.97
O=C(NN=C1CCCCCCC1)c1cc(N=NNc2ccccc2)cc(C(=O)NN=C2CCCC2)n1,10.33
Nc1ccc2[nH]c(CCNC(=O)CSc3nnnn3-c3ccccc3)nc2c1,7.86
CS(=O)(=O)N1CC(C(=O)NN)Oc2ccccc21,4.96
N#[N+][N-]CC(=O)c1ccc2c(CC(=O)Nc3ccc(N=Nc4ccc(NN)nc4N)cc3)coc2c1,9.75
O=C(CCSc1nnnn1-c1ccc(-c2nn[nH]n2)cc1)NN=C1CCCC1,8.86
CNc1cc(NNC(=O)n2nnc3ccccc32)nc(N)n1,8.14
Cc1c(C(=O)OCn2nnn(-c3ccccc3N)c2=S)nnn1Nc1ccccc1,7.17
N#[N+][N-]c1ccc(CC(=O)N2CCN(Cc3ccccc3)CC(COC(=O)c3ccc(-n4nnc5ccccc54)nc3)C2)cc1,9.42
Cc1ccc2nc(SC[N-][N+]#N)n(-c3ccc(NN=Nc4ccccc4)cc3)c(=O)c2c1,8.74
O=S(=O)(NN=C1C2CC3CC(C2)CC1C3)c1ccccc1Br,7.13
N#[N+][N-]Cc1ccc(Cn2c(CNN=Nc3ccc(-n4cnnn4)cc3)nnc2SCc2nc(=O)c3ccccc3[nH]2)cc1,10.92
NNC(=O)c1ccc2nnn(OC(=O)c3ccc4[nH]c(N)nc4c3)c2c1,8.74
CN(N=NNc1ccc(N=Nc2c(N)[nH]c(NN)nc2=O)cc1)c1ccc(-c2nn[nH]n2)cc1,10.09
CC(C)n1cnc2nc(COc3cc(-c4nn[nH]n4)ccc3NNC(=O)n3nnc4ccccc43)cc(=O)n21,9.81
NNc1cc(NNC(=O)C(=O)NNc2cccc(N=NNc3ccccc3)c2)nc(N)n1,10.8
Nc1cc(NNC(=O)N=Nc2ccccc2Cl)nc(NC2CCCCCCCCCCC2)n1,9.39
Cc1ccc(Cl)c2sc(=NC(=O)C3CCCN3Cc3ccccc3)n(C)c12,5.81
Nc1nnnn1-c1ccc(N=NC(=O)NNC(=O)c2ccccc2-n2cnnn2)cc1,9.57
NNC(=O)c1ccc(C(=O)NNC(=O)c2cccc(C(=O)NN=C3CCN(N=Nc4cccc(-c5nn[nH]n5)c4)CC3)n2)cc1,11.02
CC1(C)CNC(=O)c2nc(C3CCOCC3)[nH]c2C1,6.4
c1cc(Oc2nnnn2-c2ccc(-c3nn[nH]n3)cc2)cc(-c2nn[nH]n2)c1,10.28
c1ccc(Nc2ccccc2NN=Nc2ccc(-c3nn[nH]n3)cc2)nc1,9.78
N#[N+][N-]c1ccc(N=Nc2ccc(N=NC(=O)NNc3cc(NN)nc(N)n3)cc2)c2ccccc12,11.46
CC(NN)c1ccc(Sc2nc(Sc3ccc(C[N-][N+]#N)cc3)nc(-n3cncn3)n2)cc1,9.34
Cc1c(C(=O)NNc2cc(NC(=N)N)nc(N)n2)sc(NC(=O)CSc2nnnn2-c2ccc(Cn3nnc(N)n3)cc2)c1C(=O)NN=C1CCCCCCC1,11.19
NNC(=O)c1csc(NC(=O)NNc2ccccn2)n1,7.77
Cc1cc2cc(C(=O)Cn3nnc(-c4ccccc4)n3)ccc2n2c(=O)n(CC(=O)NNc3cccc(NN)n3)nc12,8.52
CN(C)CN(Cc1cc2ccccc2[nH]c1=O)C(=O)n1nnc2ccccc21,7.14
NC(N)=NNC(=O)c1ccc(NC(=S)NNC(=O)c2ccc(-n3nnnc3N)cc2)cc1Oc1nnnn1-c1ccccc1,10.53
N#[N+][N-]CC(=O)c1ccc(NN=Nc2ccc(N=NNc3ccc(-n4nnnc4N)cc3)cc2)cc1,11.25
CN(CC(=O)NNc1cc(C(=O)NN)nc(N)n1)C(=O)CSc1nnnn1-c1ccccc1,8.44
C=CCN1CC2(CCC1=O)CCN(N=Nc1ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc1)CC2,7.97
CN=NNc1ccc(-n2nnc3c(N4CCN(N=Nc5ccc(-n6cnnn6)cc5)CC4)ncnc32)cc1,11.45
c1cc(N=NNc2ccc(-c3nn[nH]n3)cc2)cc(N=NNc2ccc(-c3nn[nH]n3)cc2)c1,12.47
NNc1cc(NNC(=O)N=Nc2ccc(CNn3nnc4ccccc43)cc2)nc(N)n1,10.14
CC1(C(=O)Nc2cccc3cccnc23)Oc2ccccc2NC1=O,6.62
c1cc(-c2nn[nH]n2)ccc1N=NNc1ccc(N=NNc2ccc(Oc3nn[nH]n3)cc2)cc1,12.35
NNC(=O)c1n[nH]nc1C(=O)NN,6.98
CN(N=Nc1cccc(N=NNc2ccc(-n3ccnn3)cc2)c1)c1ccc(C(=O)Cn2nnc(N)n2)cc1,11.07
N#[N+][N-]CCc1c[nH]c2cnccc12,6.11
COC(=O)c1c(NC(=O)NNC(=O)Nc2ccc(N=NNc3ccc([N-][N+]#N)cc3)cc2)sc(C(=O)c2cccs2)c1C,10.18
CN(N=NN(C)c1ccc(Oc2nnnn2-c2ccc(Nc3cccc(NN)c3)cc2)cc1)c1ccccc1,8.66
O=C(NNc1ccc(-c2nn[nH]n2)cc1)c1cn(CCn2cnnn2)nn1,9.26
O=C(N=Nc1ccc(NN=Nc2ccc(-c3nn[nH]n3)cc2)cc1)NNC(=O)n1nnc2ccccc21,11.79
CNN=Nc1ccc(C([N-][N+]#N)(c2ccccc2)c2ccc(N=NC(=S)NNC(=O)Nc3cccc(Cl)c3)cc2)cc1,10.21
N#[N+][N-]c1ccc(NN=Nc2ccc(N=NNc3ccccc3NN=Nc3ccccc3C(N)=O)cc2)cc1,11.65
NNc1ccc(NN=Nc2ccc(N=NNc3ccc(NN=Nc4ccccc4)cc3)cc2)cc1,10.83
c1ccc(NN=Nc2ccc(N=NNc3ccc(N=Nc4cccc5ccccc45)cc3)cc2)cc1,9.84
N#[N+][N-]c1ccc(N=Nc2ccc(NN=C(Cn3nnc4ccccc43)c3ccccc3)cc2)c2ccccc12,10.16
CC(=O)N1N=C2c3ccc(N=NNc4ccc(NN=Nc5ccc(C)cc5)cc4)cc3CCC2C1c1ccccc1,9.77
CC(C(=O)NNc1cc(C(=O)NN)nc(N)n1)n1nnc2ccccc21,8.81
O=C(N=Nc1ccc(NN=Nc2ccc(-c3nn[nH]n3)cc2)cc1)NNC(=O)n1nnc2ccccc21,11.18
NNc1cc(NNC(=O)N=Nc2ccc(-n3nnnc3N)cc2)nc(N)n1,10.23
CSc1nnnn1CCn1nnnc1SCc1ccc(-c2nn[nH]n2)cc1,9.04
N#[N+][N-]Cc1ccc(C2=C(c3ccccc3)C2C(=O)Nc2cccc(Cl)c2Cl)cc1,8.4
N#[N+][N-]c1ccc(NC(=O)NNC(=O)Oc2cccc3cccnc23)cc1,8.6
Cc1cc(N)n(-c2nc(CC[N-][N+]#N)cc(=O)n2CC(N)=O)n1,6.3
NNc1cc(NNC(=O)Oc2cccc3ccccc23)nc(-n2cncn2)n1,8.34
O=C(NN=C1CCN(Cc2ccccc2)CC1)c1ccc(NCNc2ccc3ccccc3c2)nc1,8.51
Nc1nnn(Cc2ccc(NNC(=S)N=Nc3ccc(NN=Nc4ccccc4)cc3)cc2)n1,11.07
N#[N+][N-]c1cccc(NN=Nc2cc(N3CC(O)C(Cc4ccccc4)C3)nc(N)n2)c1,10.3
N#CC(C(=O)Oc1ccccc1)c1nc2ccccc2nc1N(CCCNN)CCN(N)C(=S)NN,5.8
N#[N+][N-]c1ccc(N=NNc2ccc(Cn3nnc(N)n3)cc2)cc1,9.64
Cc1cc(NNC(=O)Cn2nc(-c3cccc4ccccc34)ccc2=O)nc(N)n1,7.64
Nc1nnn(Cc2ccc(NC(=O)CN3C(=O)NC(c4cccc(N=NN5CCCC5)c4)C4=C3COC4=O)cc2)n1,8.85
N#Cc1c(-c2c[nH]nc2C(=O)NN)cc(N=Nc2ccc(NN)nc2N)nc1N,10.05
N#[N+][N-]CC(=O)c1ccc(-c2ccc(NN=Cc3ccncc3)nn2)cc1,9.25
O=C(NNc1ccncc1)Nc1nnc(S(=O)(=O)NN=C2CCN(N=Nc3ccc(-c4nn[nH]n4)cc3)CC2)s1,12.32
N#[N+][N-]c1ccc(C2=NNC(c3ccc(C(=O)NNc4ccccc4)cc3)=NN2)cc1,9.4
O=S1(=O)Cc2ccc(N=NNc3cccc(Cl)c3)cc2N1Cc1nnc2n1CCOC2,7.55
N#Cc1ccccc1N=NNc1ccc(C([N-][N+]#N)(c2ccccc2)c2ccccc2)cc1,8.45
NNC(=O)c1ccccc1N=NNc1ccc(-c2nn[nH]n2)cc1N,9.79
N#[N+][N-]CCc1cccc(C=NNC(=O)NNc2cc(NN)nc(N)n2)c1,10.09
N#[N+][N-]C(c1ccccc1)(c1ccccc1)c1ccc(-c2nn[nH]n2)cc1,8.38
CN=NNc1ccc(-n2nnnc2Oc2ccc(N=NNC)c(C(=O)NNc3ccccc3)c2)cc1,9.6
CNN=Nc1ccc(-n2nnnc2OCCOc2nnnn2-c2ccc(-n3nnnc3N)cc2)cc1,9.57
NNc1ccc(N=Nc2ccc(NN=Nc3ccc(NN=Nc4ccccc4)cc3)cc2)c(N)n1,10.68
N#[N+][N-]c1ccnc(-c2cc(N3CCN(N=Nc4ccc(N=NNc5ccccc5)cc4)CC3)ncn2)c1,10.58
c1cc(-c2nn[nH]n2)cc(C(c2ccc(Nc3nnns3)cc2)(c2ccc(-c3nn[nH]n3)cc2)n2nnc3ccccc32)c1,11.66
N#[N+][N-]c1ccc(NC(N)=NN)c2cc3c(cc12)C(=O)c1ccccc1C3=O,8.96
N#[N+][N-]c1cccc(NNC(=O)C(=O)NN=C(c2ccccc2)c2ccc(Cn3nnc(N)n3)cc2)c1,10.3
NC(N)=NNC(=O)c1ccc(C(=O)NN=C2CCCCCCC2)cc1,8.87
c1ccc(CN(Cc2ccc(N=NNc3ccc(NN=Nc4ccccc4)cc3)cc2)c2nn[nH]n2)cc1,9.61
NN=C(NN=Cc1ccccc1)c1ccc(-c2nn[nH]n2)cc1,8.88
N#CCN1CCOC(c2nc(C(=O)NN)cs2)C1,6.42
NNc1cccc(N(CC(=O)NNc2cccc(Cl)n2)S(=O)(=O)c2ccc(Oc3nn[nH]n3)cc2)c1,8.34
NNC(=S)Nc1cc(N=Nc2ccc(NN=Nc3cccc(-c4nn[nH]n4)c3)cc2)nc(N)n1,11.77
CNN=Nc1ccc(-c2nn[nH]n2)cc1OC(=O)NNc1ccc(NN=Nc2ccc(-n3ccnn3)cc2)cc1,11.83
CCN(CCC(=O)NNc1ccccc1)C(=O)c1cc(C)nc2c(C)cccc12,6.3
O=C(CSc1nnc2n(CCn3cnnn3)c(=O)c3ccccc3n12)Nc1ccc(N=NNc2cccc(Cl)c2Cl)cc1,9.32
N#[N+][N-]c1ccc(S(=O)(=O)c2cc3ccc(O)cc3oc2=O)cc1,6.23
N#[N+][N-]CSc1nccc(CNC(=O)Nc2ccc(N=NNc3ccccc3)cc2Oc2ccccc2N)n1,9.51
N#Cc1ccccc1N=NNCc1cc(C(=O)N2CCC3(CC2)CC(Cc2ccccc2)N(CC(O)C[N-][N+]#N)C3=O)[nH]n1,8.83
O=C(NC1CCCN(c2cnccn2)C1)Oc1cccc2cccnc12,6.77
Nn1c(-c2ccc(NN=Nc3cccc(C=NNc4ccccn4)c3)cc2)n[nH]c1=O,9.54
O=C(C=Cc1ccc(NN=Nc2cccc(N=NNc3ccccc3)c2)cc1)N1CCC2(O)CCCCC2C1c1ccccc1,10.13
Nc1nc(Cl)cc(NCCNc2snc3cc(Nc4nnns4)ccc23)n1,9.93
NNC(=S)NN=C(Cn1nnc2ccccc21)c1ccccc1,7.47
NNC(=S)NN=C(Cn1nnc2ccccc21)c1ccccc1,7.79
N#[N+][N-]c1ccc(NN=Nc2cccc(-c3nn[nH]n3)c2)cc1,10.03
O=C(NNC(=O)n1nnc2ccccc21)C1CSC2c3ccccc3C(=O)N12,7.38
O=C(Cn1nnc2ccccc21)NN=Cc1ccc(Cl)c(C(=O)NNC(=O)N=Nc2ccccc2Cl)c1,9.51
N#[N+][N-]c1ccc(NN=Nc2cccc(N=NN3CCC(Cc4cccc(N=NNc5ccccc5)c4)(C(=O)Nc4ccccn4)CC3)c2)cc1,11.52
N#[N+][N-]c1ccc(C(=O)NN=C(N)N)c(Cl)c1,7.59
NNc1ccc(N=Nc2ccccc2C(=O)NNC(=O)c2cccc3ccccc23)c(N)n1,8.96
Cc1cccc(NNC(=O)C(=O)NNc2ccc(-c3nn[nH]n3)cc2)c1,9.27
Cn1c(-c2ccccc2)nc2c1c(=O)n(CCn1nnnc1N)c(=O)n2C,6.72
N=C(NN=Cc1ccccc1)NN=Cc1ccc(NC(=O)CC(=O)Nc2cc(CC=NN)cc(C(N)=O)c2)cc1,9.53
NNC(=O)c1cc(NNC(=O)NC(Cc2cc(=O)[nH]c(N3CCOCC3)n2)C(=O)NN)nc(N)n1,9.71
C(=Cc1nn[nH]n1)c1ccc(N=NNc2ccc(NN=Cc3c[nH]c4ccccc34)nc2)cc1,11.22
C1=CCC(CN2CCCn3nc(CNN=Nc4ccccc4)cc3C2)CC1,7.8
O=C(NNc1ccc(Nc2nnns2)cc1)Oc1ccc(C=C2C(=O)NC(=O)N(C3CCCCC3)C2=O)cc1NN=Nc1ccccc1Cl,10.84
NN=C(NN=Cc1ccc(N=NNc2ccccc2)cc1)c1ccccc1,9.1
NNc1cccc(NNC(=O)n2nnc3ccccc32)n1,7.9
C(=Cc1nn[nH]n1)c1ccc(-n2nnnc2SCc2ccccc2N=NNCc2ccccc2)cc1,9.5
Cc1cc(C)n(-c2nc(NN)cc(NNC(=O)NN=Cc3cccc(-c4nn[nH]n4)c3)n2)n1,11.0
Cn1c(SCC(=O)Nc2ccc(N=NNc3ccc(NC(N)=NN)cc3)cc2)nnc1C1CCS(=O)(=O)C1,9.29
O=C(N=Nc1ccc(N=NNCc2ccccc2)cc1)NNC(=O)NNc1ccccc1,9.61
Nc1nnnn1-c1ccc(NNC(=O)C2CCN(C(=O)n3nnc4ccccc43)CC2)cc1,9.59
N#[N+][N-]c1ccc(-c2ccc3nn(CC(=O)Nc4ccc(N=NNc5ccccc5-c5ccccc5)cc4)c(=O)n3n2)cc1,10.33
Cn1c(SCc2ccc(N=Nc3ccc(NN)nc3N)cc2)nc2c([nH]c3ccccc32)c1=O,8.42
NC(N)=NNC(=O)c1ccccc1-n1cnnn1,7.23
O=C(c1ccccc1NN=Nc1ccc(Oc2nn[nH]n2)cc1)n1nnc2ccccc21,9.95
C=CCn1c(=O)c2c(nc3n2C(C)C(C)=NN3CC(=O)NNc2cc(C)nc(N)n2)n(C)c1=O,6.58
N#[N+][N-]Cc1ccc(NNC(=O)Nc2ccccc2SSc2ccccc2C(=O)NN)cc1,9.06
Cn1c(SCC(=O)NNC(=O)N=Nc2ccccc2)nc2cc(C(=O)NN)[nH]c2c1=O,8.16
N#[N+][N-]C(c1ccccc1)(c1ccc(N=NN2CCC(Nc3ccccc3N)CC2)cc1)c1ccc(-n2nnnc2N)cc1,10.02
O=C(Cn1cnc2scc(-c3cccs3)c2c1=O)c1ccc(NN=NNc2cccc(Nc3nnns3)c2)cc1,9.68
CN=NNc1ccc(-n2nnnc2Oc2ccc(N=NNc3ccccc3)cc2)cc1,9.72
NNC(=O)c1nnn(-c2ccccc2)c1N,6.14
NNC(=O)c1cncc(CNC(=O)c2cccc(N=Nc3ccc(N)cc3)c2)c1,8.36
CNN=Nc1ccc(N=Nc2ccc(N=Nc3ccc(Oc4nn[nH]n4)cc3)cc2)cc1,10.21
CN=NNc1ccc(NNC(=O)Nc2ccc(NN=Nc3ccc(-n4nnnc4N)cc3)cc2)cc1,11.95
NNC(=O)c1cc(NNC(=O)CN(C(=O)c2ccccc2)N2C(=O)C3C4C=CC(C4)C3C2=O)nc(N)n1,8.15
c1ccc2c(c1)nnn2Cn1nnc2ccccc21,6.36
NC(=O)c1ccccc1N=NNc1ccccc1,6.27
Nc1nnn(Cc2ccc(NN=NNc3ccc(N=NC(=S)NNC(=O)n4nnc5ccccc54)cc3)cc2)n1,11.15
NNC(=O)c1ccc(-c2nn[nH]n2)cc1NC(=O)COC(=O)c1cnn(-c2cccc(-c3nn[nH]n3)c2)c1N,10.9
N#[N+][N-]c1ccc(C(=Nc2ccccc2)Nc2ccc(Cl)c(NN)c2)cc1,8.14
Nn1c(SCC(=O)Nc2ccc3c(c2)c2ccccc2n3N=O)nnc1-c1ccccc1-c1nn[nH]n1,8.55
NC(=O)c1cc(C(NC(=O)NN2CCCCCC2)NC(=O)c2ccc(N=Nc3ccc(N)nc3N)cc2)ccc1-n1cnnn1,10.6
Nc1ccnn1-c1nnc(-c2ccc(C(=NNc3cccc(NCn4nnc5ccccc54)n3)c3ccccc3)cc2)nn1,10.38
NNC(=S)NN=C(Cn1nnc2ccccc21)c1ccccc1,7.66
c1ccc2c(c1)nnn2CNc1cc(-c2cc(-c3nn[nH]n3)ccn2)ncn1,9.68
O=C(NN=C1CCCC1)NNC(=O)n1nnc2ccccc21,8.1
N#[N+][N-]c1ccc(NC(=O)CN(Cc2ccccc2)S(=O)(=O)c2cc([N-][N+]#N)ccc2C(=O)NN)c(N)c1,9.83
CNN=Nc1ccc(CN(Cc2ccc([N-][N+]#N)cc2)c2nn[nH]n2)cc1C(=O)NNC(=O)c1cccc(NN)c1,10.55
N#[N+][N-]c1ccc(NC(=O)NNC(=O)Nc2ccc3nn(-c4ccccc4)nc3c2)cc1,9.29
O=C1CCC2(CCN(N=Nc3cccc(Cl)c3Cl)CC2)CN1Cc1ccccc1,6.62
c1ccc2c(c1)nnn2Cn1nnc2ccccc21,6.27
N#[N+][N-]c1cccc(NC(=Nc2ccccc2)c2ccc(-c3nn[nH]n3)cc2)c1,9.22
CC1(C)Cc2c(cnn2-c2cccc(N=NNc3ccc(N=NNc4ccccc4)cc3)c2)C(NC(=O)c2ccccc2Cl)C1,11.45
O=C(N1CCC(c2ccnc(NC3CCCCCCCCCCC3)n2)C1)n1nnc2ccccc21,8.17
Nc1nnnn1CCn1nnnc1SCC(=O)Nc1ccc(NN=Nc2cccc(-c3nn[nH]n3)c2)cc1,11.73
Cc1c(CC(=O)Nc2ccc(N=Nc3ccc4ccccc4c3)cc2)c(=O)oc2cc3occc3cc12,7.88
N#[N+][N-]CCc1ccc([N-][N+]#N)c(-c2csc(NC(=O)NNc3ccccc3)n2)c1,9.37
N#Cc1ccccc1NN=Nc1cccc(N=NN2CCC3(CC2)c2ccccc2C(NC(=O)c2ccc([N-][N+]#N)cc2)C3O)c1,11.84
Nc1cc(NNc2ccccc2)nc(N(c2ccccc2)c2ccc(NN=Nc3ccccc3)cc2)n1,9.71
CN=NNc1cc(N=NNc2ccccc2C#N)cc(N2C(=O)NC(=O)C(=Cc3ccc4ccccc4c3)C2=O)c1,10.64
Cn1nnnc1SCCSc1nnnn1CCn1nnnc1N,7.8
Nc1nc(N=NNc2ccccc2NN=Nc2ccccc2)cc(NNC(=O)Cn2c(=O)n(CCn3cnnn3)c(=O)c3ccccc32)n1,9.77
NNCc1ccc(NN=Nc2ccc(NN=Nc3ccc(Oc4nn[nH]n4)cc3)cc2)cc1,11.43
N#[N+][N-]c1ccc(C(Cl)=NNc2ccc(N=Nc3ccc(Cn4nnc(N)n4)cc3)cc2)c(C(=O)NN)c1,11.53
N=C(N)n1cc(-c2csc(NCn3nnc4ccccc43)n2)cn1,7.25
c1ccc(NNc2ccc(NN=Nc3ccc(-c4nn[nH]n4)cc3)cc2)cc1,9.79
NNC(=O)Nc1cc(NNC(=O)n2nnc3ccccc32)ccc1C(=O)NN,9.12
CC1Cc2cc(C(=O)NNC(=O)c3ccc(N=Nc4cc(Cl)nc(N)n4)cc3)ccc2N1C(=O)C1CCC1,9.27
N#[N+][N-]C(c1ccccc1)(c1ccccc1)c1ccc(-c2nn[nH]n2)cc1,7.77
N#[N+][N-]c1ccc(C2=NNC(c3ccc(Cn4nnc(N)n4)cc3)=NN2)cc1,9.39
O=C(NNC(=O)n1nnc2ccccc21)n1nnc2ccccc21,7.98
O=C(N=Nc1ccccc1)NNC(=O)n1nnc2ccccc21,8.33
N#[N+][N-]Cc1ccc(NNc2ccc(-c3nnn(CC(=O)c4ccc(C(=NN)NN=Cc5ccc(Cl)c(Cl)c5)cc4)n3)cc2)cc1,10.2
O=C(NNC(=O)Nc1ccc2c(c1)OCCCO2)Nc1ccc(Cl)cc1,7.8
NNC(=O)c1ccc(N=NNc2ccc(-c3nn[nH]n3)cc2)cc1NC(=O)c1cccc(-c2nn[nH]n2)c1,12.83
C=CCN1CC(c2nc3ccccc3n2CCCCOc2ccc(NN=Nc3ccc(NN=NC)cc3)cc2)CC1=O,7.93
Nc1cc(NNC(=O)N=Nc2ccc(N=NNc3ccc(Nc4nnns4)cc3)cc2)nc(N)n1,12.31
Cc1c(C(=O)OCC(=O)NNc2ccc(Br)cc2)nnn1-c1ccccc1,6.58
N#[N+][N-]c1ccc(N=Nc2ccc(N=NNc3cnn(CCn4cnnn4)c3)cc2)c2ccccc12,10.15
CC(C(=O)Nc1ccc(N=Nc2ccc(NC(N)=NN)c3ccccc23)nc1)n1nnc2ccccc21,9.7
c1ccc(Cn2nnc(-c3ccc(C(Cn4nnc5ccccc54)=NNc4ccccc4)cc3)n2)cc1,9.33
N#[N+][N-]c1ccc(OCC(=O)N(Cc2nnc(-c3cccs3)o2)c2ccccc2)c(N=Nc2ccc(Nc3nnns3)cc2Br)c1,9.31
N#[N+][N-]c1ccc(NN=Nc2ccc(C(=O)n3ncc(C(=O)OCN4C(=O)NC5(CCCC5)C4=O)c3N)cc2)cc1,9.26
CN=NNc1ccc(NN=Nc2cccc(N=NNc3ccc(C4=NNC(c5nn[nH]n5)=NN4)cc3)c2)cc1,13.89
c1cc2c(cc1N=NNc1ccc(Nc3nnns3)cc1)CCN2,9.3
N#[N+][N-]c1ccc(Cn2c(SCC(=O)NN=C3CCCC3)nnc2-c2ccc(-c3nn[nH]n3)cc2)cc1,9.26
CN=NNc1ccc(N=NNc2ccc(-n3nnnc3Oc3ccc4c(c3)S(=O)(=O)N=C(C)N4CCNc3ccnc(N)n3)cc2)cc1,10.71
N#[N+][N-]Cc1ccc(-c2cc(N3CCN(N=Nc4cccc(-c5nn[nH]n5)c4)CC3)[nH]n2)cc1,10.39
N#[N+][N-]CSc1ccc(N=NNc2ccc(NC(=O)NNC(=O)N=Nc3ccccc3Cl)cc2)cc1,11.28
CN=NNc1ccc(-n2nnnc2Oc2cccc(N=NNc3ccc(CNn4nnc5ccccc54)cc3)c2)cc1,10.67
NNC(=O)c1cc2cc(Nc3nnns3)ccc2[nH]1,8.49
N#Cc1nc(-c2ccc(C=NNC(=N)NN=Cc3ccc(N=NNc4ccc(-c5nn[nH]n5)cc4)cc3)o2)oc1NCC(=O)NN,11.64
NNC(=O)C(CCCCNC(=O)C(=O)NNC(=O)c1ccc(N=NNc2ccccc2)cc1)CCOC1=NS(=O)(=O)c2ccccc21,10.67
Cc1ccc(-n2nnnc2C(Cl)(Cl)c2nnnn2-c2ccc([N-][N+]#N)cc2)cc1,8.43
N#Cc1cc(-c2nn[nH]n2)ccc1C(=O)NN(Cc1ccccc1)Cc1ccccc1,9.08
NN=C(NN=Cc1cc(Br)cc(S(=O)(=O)NN)c1)c1ccc(-n2nnnc2OCc2cccc(-c3nn[nH]n3)c2)cc1,11.4
O=C(Cn1nnc(-c2ccccc2)n1)c1ccc(-n2nn[nH]c2=S)cc1,7.83
NNc1ccc(NNC(=O)N=Nc2ccc(N3N=NCC3c3ccncc3)cc2)cc1Cl,9.25
CC(Sc1nnc(-c2ccccc2-c2nn[nH]n2)n1N)C(=O)NNc1cc(N=NNc2ccccc2)nc(N)n1,11.61
c1ccc(C(Cn2nnc3ccccc32)=NNc2cccc(-c3nn[nH]n3)c2)cc1,9.17
c1cc(C2=NNC(c3nn[nH]n3)=NN2)ccc1CNN=Nc1ccc(-c2nn[nH]n2)cc1,11.88
CN(N=Nc1ccc([N-][N+]#N)cc1)c1ccc(C=NNc2cccc(N=NNc3ccccc3)c2)cc1,10.6
Cc1ccc(N=NNc2ccc(NC(=O)COC(=O)c3cccn3S(=O)(=O)c3cc(Nc4nnns4)ccc3NN)cc2)cc1,10.63
C=CCn1c(Oc2ccc(-c3nn[nH]n3)cc2)nc2c1c(=O)n(C)c(=O)n2C,6.83
NN=C(N)Nc1cc(NN=Nc2ccccc2)cc(C(=O)NN)c1,9.62
N#Cc1ccccc1N=NNc1ccc(C(c2ccccc2)(c2ccc(N)cc2)c2ccc([N-][N+]#N)cc2)cc1,9.19
NC(=O)C1Cc2ccccc2CN1C(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,5.64
N#Cc1c(OCc2ccc(-c3nn[nH]n3)cc2)nn(CCn2cnnn2)c1N,7.93
Nc1nnnn1-c1ccc(-c2nnc(-c3ccc(NC(=O)COC(=O)c4ccc(-c5nn[nH]n5)nc4)cc3)nn2)cc1,10.96
Cc1nn(CC(=O)Nc2cccc(N=NNc3ccccc3C(=O)NN)c2)c(C)c1S(=O)(=O)NN=C1C(=O)Nc2ccccc21,8.53
N#[N+][N-]c1ccc(NN=Nc2ccc(NN=Nc3ccc(N=Nc4cc(Cl)nc(N)n4)cc3)cc2)cc1,12.66
